id,"Your answer: Republican/Democrat. Type: ""r"" or ""d""",Tweet text
21130846,d,"Congress funded the so-called “shark tank”, or Rapid Acceleration of Diagnostics (RADx) initiative at @NIH, with the objective of developing and deploying tens of millions of new, reliable, inexpensive rapid tests."
21894117,d,Just spoke to Dr. Fauci and Dr. Collins about the latest findings on the long-term health implications for COVID-19 survivors. I'm deeply grateful for their service and will continue working with them to help keep Granite Staters and Americans safe.
21588163,d,“The Senate should also not be holding this hearing while doing nothing to pass a desperately-needed COVID relief bill.  Every senator on this Committee knows in her or his heart that this is wrong.
20746658,d,"American workers have ALWAYS powered this country - from the 19th century labor movement to the frontlines of today's crisis.

I stand with workers and unions, and I'll always fight to ensure this country honors the dignity of their work.

Have a happy and safe #LaborDay."
22037290,d,"Ford and GM still support ‘worst climate obstructor’ @USChamber (aka #ChamberofCarbon), which is slow-walking their efforts at reform. Make the Chamber disclose its fossil-fuel funding. Pick up the pace. Cut the crap."
21720317,d,"8/ And American media do have major credibility, for good reason. They do amazing work, and get most stories 100% right. 

Russia wants to use this credibility to their advantage. And that’s why we all have to be vigilant. Democracy depends on it."
21853936,r,"The pandemic has brought even more attention to how critical broadband is to education, health care, and jobs. Today, @USDA announced that it is investing an additional $91.5 million to expand broadband to more rural communities in our state."
20892074,d,Hey Murphy we are at 64 thousand dollars!!! WHOOOAHHHH. I think we can do 100k. Keep it up team!!! Thank you.
20941464,r,"Reminder ➡️ It is a federal felony to fly unauthorized drones over wildfires. The brave men and women fighting wildfires to keep Coloradans safe have enough risks to their lives, don’t be one of them."
22035307,d,"Wisconsin is on track to run out of ICU beds.

@VP Pence held a superspreader event yesterday and @realDonaldTrump has one tomorrow.

This is their response to Wisconsin hospitals filling up with #COVID19 patients. ⬇️"
21130840,r,"Operation Warp Speed officials are optimistic that more treatments will also be identified or developed and in clinics this fall, with potential for approval or authorization by the end of the year."
21943470,r,"Hoosiers are extremely proud of Judge Amy Coney Barrett and the trail she has blazed for others. She is a role model for young women everywhere, including my young daughters."
21887659,d,"I required the GOP to show up for a live quorum call—Senate can't do business without quorum

Then I forced us into closed session to talk face-to-face about this nomination & its impact on America

But the GOP decided to keep forcing this nominee through an illegitimate process"
21942379,r,"Judge Barrett’s academic and professional qualifications are above reproach.
 
She has shown a commitment to the law and Constitution, and an even hand in applying the sacred tenets of our democracy."
21423516,d,"""Don't be afraid of COVID"" says a man who just got world-class taxpayer healthcare (& treatments many Americans can't access) & who's in court right now trying to rip insurance away from millions.

Meanwhile, 210k Americans are dead & more will die as a result of this negligence."
20655707,r,"Larry has passed, but there are many veterans like him who still struggle through a slow and burdensome process of applying for benefits."
21776049,d,"If Judge Amy Coney Barrett is confirmed to #SCOTUS, she will be the deciding vote in a case that could strike down the #ACA. If the ACA is struck down, over 20M people would lose health coverage & millions more would lose protections for preexisting conditions—it's that dire."
20789251,r,"Blessed are you when people hate you,and when they exclude and insult you,
and denounce your name as evil on account of the Son of Man.

Luke 6:22"
21629940,d,Who serves on the Supreme Court matters. Lifting the stay allows Trump to continue his political games and end the Census early. Today we see how a conservative majority can undermine an accurate count and rob states of millions in their fair share of federal funding.
21455869,d,"Republicans must halt this increasingly reckless Supreme Court process, and the Senate needs thorough COVID testing immediately.

Americans see the similarity between the GOP willingness to put Senators and staff at risk and their willingness to rip health care from millions."
21254590,d,"Over the next few years, Donald Trump could be on the hook for hundreds of millions in debt.

Any other government worker would be flat-out denied security clearance out of fear they'd be vulnerable to blackmail and bribes. The Commander in Chief is a walking liability."
21626723,d,Judge #AmyConeyBarrett can’t remember the word “radical” appearing in her opinion in Kanter because it IS NOT in the opinion
21196383,d,"These leaders in the fight for women's rights powerfully reaffirmed how inextricably reproductive rights are linked to financial security, career opportunities, & advancement in so many spheres of society. They’re hearing the anger & anxiety: We cannot go backward."
21110105,r,Farmers & ranchers have worked tirelessly this year to provide for the American people. Now is not the time to strip away their safety net. Support for agriculture has long been bipartisan and should not be held as a bargaining chip. #idpol @FarmBureau @BeefUSA
20800863,d,"We are learning about like five more impeachable things just today. My only advice for those is to use the internet for organizing, not just getting more disgusted and alarmed."
21427039,d,"We’ve seen a super spreader event at the White House. We don’t need another one next week at the Senate. The Supreme Court confirmation process should be delayed until science—not politics—says it’s safe. If we are to act, let it FINALLY be on COVID relief."
21142501,r,"This will prevent environmental fringe groups from commandeering shareholder meetings to pass resolutions aimed at pushing a political agenda.

It’s a win for our energy producers who have been the victims of such attacks.

I appreciate the SEC for taking appropriate action."
20777476,d,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have."
21763405,r,"This grant will help deploy a 205-mile fiber network and connect 6,054 people, 58 farms, 41 businesses, three fire stations, two public schools, and two post offices to high-speed broadband internet in Barbour, Randolph, Webster and Doddridge counties. #CapitoConnect"
21652629,r,"The Democrats keep coming up empty in their desperate attempts to trip up Judge Barrett.

They know they can’t question her qualifications so they’re grasping at straws. I say keep it coming. Judge Barrett is proving she is highly qualified and will do an excellent job."
21892207,d,"Page 78 of my and @ChuckGrassley report: On Aug. 8, 2017, CEFC Infrastructure Investment wired $5 million to the bank account for Hudson West III."
21572729,r,"As the @EPA has outlined, this change will reduce economic burdens on industries nationwide, from agriculture to water treatment, reduce government spending, and provide a safer and more sustainable domestic source of chitosan to support its many industry applications."
21381256,r,"It broke my heart to miss out on such a great moment for Mississippi – the Grand Opening of the new Mississippi Trade Mart! Congratulations and thank you to everyone involved, and am pleased my daughter, Anna-Michael, was there to speak on my behalf! @CommAndyGipson"
21761247,d,"America’s small businesses are hurting, including our local live music and entertainment venues. This is why the Senate needs to pass my Save Our Stages Act which is part of the bill Nancy Pelosi just passed. 

We cannot let the music die. @JoeBiden gets this."
20743732,d,Today we celebrate the hard working men and women across this country.  Laura and I hope everyone has a safe and happy Labor Day.
21887163,r,"#OTD 37 years ago 220 Marines and 21 other military personnel lost their lives when Iranian backed Hezbollah militants bombed their barracks in Beirut, Lebanon."
22012381,d,"Walter Wallace Jr.’s life mattered. His death is a tragedy and another failure of our systems of policing and criminal justice. We should mourn his death and honor his memory by passing meaningful reforms and, as his father said, “stop this violence and chaos.”"
21877765,r,And how do they propose to “transition” 270 million cars with internal combustion engines?  What will that cost?
21944179,r,"The US must bolster our domestic chip manufacturing to regain the competitive edge over @Huawei, which is why I am pushing to do just that as part of this year’s NDAA."
21658014,r,"The Senate’s job is to provide advice & consent, not guarantee Judge Barrett agrees with certain policy positions or mirrors the ideology of the justice she’ll replace. I was impressed by Judge Barrett during the hearings & I look forward to meeting with her in the days ahead."
21686542,d,"With the confirmation of a Justice Barrett, a Supreme Court with a 6-3 conservative majority would be like nothing we’ve seen in decades. The consequences for the American people and for our nation would be tragic."
20892606,d,"The Violence Against Women Act became law 26 years ago today. Make no mistake, VAWA has reduced domestic violence and helped countless victims. But we still need to reauthorize the law and make it stronger."
21709543,d,These new grants aim to improve student recruitment and retention and educational outcomes at Ilisagvik College and Southwest Alaska. I thank @USDA and @SecretarySonny for this support.
21024163,r,"Happy birthday to the @USAirForce!
 
Hey @GenCQBrownJr, don’t forget to let me know when you have close to as many flight hours as me!"
20888873,d,"Let’s do Bullock, because he’s excellent on fighting against dark money and for climate action and if we win Montana we win the Senate. Can you grab a link and come up with an overly ambitious goal?"
22096875,r,"a great multitude...from every nation,race,people & tongue...stood before the throne & before the Lamb,wearing white robes & holding palm branches in their hands.They cried out in a loud voice: “Salvation comes from our God,who is seated on the throne & from the Lamb”

Rev 7:9-10"
21330446,r,"I look forward to seeing the impacts this will have on increasing cooperation and connection between Canada and Alaska, fostering strong partnerships in the Pacific Northwest and the Arctic, and to extending our region’s influence across the country and the world."
20907478,r,"Congratulations to Sullivan Construction for reaching 50 years in business! This impressive milestone is a testament to your decades of hard work, craftsmanship & innovation, particularly as you help build a greener, more sustainable world. Here’s to many more decades of success!"
20907406,d,"In the 50 years since Milton Friedman's free market manifesto, corporate profits have soared, worker productivity has increased, and CEO pay has exploded -
 
but workers' wages have barely gone up.

Friedman was wrong then, and he's wrong now."
21141976,d,"Senate Republicans are ignoring the cries of people speaking out because nothing is more important to them than packing our courts to ensure that we can't make progress to defend affordable health care, address the climate crisis, strengthen workers' protections, & more."
21333549,d,"Public health infrastructure saves lives—and the better funded our public health system is before a crisis, the more lives it will be able to save during one. We cannot afford to ignore this reality, especially as the COVID-19 pandemic continues to devastate people & families."
21983529,d,"My thoughts are with the Jewish community in Pennsylvania today as we remember the victims of the #TreeofLife synagogue massacre 2 years ago. We must stand together against anti-Semitism, hate and senseless gun violence."
21700435,d,Glad @GovAbbott has pledged $167 million in #CARESAct funding toward rental assistance and another $4.2 million in legal aid help to be distributed through the Texas Supreme Court.  @HoustonChron
20943055,d,"I am sorry to hear about the passing of Bill Gates Sr. He was a Northwest boy through and through who had a big impact on our region, from founding a prestigious Northwest law firm to leading the Gates Foundation to being a leading voice on important public policy issues. (1/2)"
20844727,r,Pres Trump updated disaster proclamation from derecho w 23 counties eligible to receive public assistance & declared a major disaster declaration for the Meskwaki Nation. Iowans need the option for fed assistance as they rebuild Thx @realDonaldTrump
20695343,d,A background check should be completed before anyone gets a gun. It’s just common sense. Even a top former NRA official agrees. We have a bill ready to be voted on. Republicans need to step up and support it.
22053884,r,The @FBI is taking corruption claims against the Bidens seriously. Why is this story not being covered by @NPR and the mainstream media? Americans deserve to know the truth.
21651445,r,"Thank you @MSNBC. Of course it’s not censorship, since it involves protecting a Democrat! We all get it. But if you have evidence that the emails are fakes, by all means put that on air. Or you can just go back to shamelessly shilling for Biden"
21973320,d,Today Donald Trump’s FCC is voting to do away with #NetNeutrality once and for all. Equal and affordable access to the Internet for every American has never been more important. I won’t stop fighting like hell to protect it.
21522453,r,"“Every kingdom divided against itself will be laid waste and house will fall against house.”

Luke 11:17"
20696935,r,".@HHSgov acted to make assisted living facilities eligible for support through the Provider Relief Fund, at my request. I fought to get this done because this funding will help support the health and safety of assisted living residents during the #COVID19 pandemic."
21978739,r,I’m shocked by allegations that police have killed nine people in the context of tomorrow’s vote. The Tanzanian people deserve an opportunity to peacefully exercise their democratic rights. I call upon the government to ensure security forces exercise restraint.
21506837,d,This news is horrifying and any attempts to harm @GovWhitmer are absolutely unacceptable. I’m thankful to our law enforcement for their efforts to thwart this plot. The individuals charged should be held accountable & prosecuted to the fullest extent of the law.
21572316,r,We're calling on the Department of Justice to immediately provide an explanation for the omission of these materials and provide any other materials that have not been disclosed by Judge Barrett.
20830779,r,"Pleased @USDOT awarded $23.6 million to the #Toledo Metropolitan Area Council of Governments to support improvements to the city’s downtown area. 

This project will transform the downtown Toledo riverfront & boost opportunities for job creation & economic growth."
21827345,d,"Yesterday I spoke with @SecPompeo & @HomelandKen to press them on the Trump Admin's dismal refugee resettlement plans. In the midst of the dire global refugee crisis, this Admin coddles dictators while cruelly closing our nation’s doors to the most vulnerable."
22076215,d,"Covid relief is critical to helping families. It’s also about ensuring that state & local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities."
20960443,r,"Just received a briefing from @NHC_Atlantic Dir. Ken Graham on Hurricane #Sally. 

Storm is still extremely slow moving, and bringing heavy rainfall and strong rip currents. Floridians should stay out of flooded areas, off the beaches and remain alert."
20749133,r,This is nice. @Disney now THANKING in its movies the #China “security bureau” involved in #Uyghur concentration camps! This is the woke capital idea of “social responsibility” #slavefree
21913619,d,"We took over the Senate floor today to demand action on 25 different bills to help Americans in need across this country

But the Senate GOP objected
and objected
and objected
and objected

They just wanted to keep pushing through their sham process for President Trump’s nominee"
21142878,d,"200K Americans have lost their lives from COVID while millions more continue to face its economic and public health impacts. During a time when Americans need steady leadership & sound guidance, the Trump admin has prioritized partisan politics over science on too many occasions."
21214036,d,"She will vote to strike down the Affordable Care Act after being rushed on the Supreme Court in time to hear the case on November 10.

Millions of Americans will lose their health care – catastrophic in the middle of a pandemic."
21308330,r,We should be taking the opportunity now to prepare for a recovery in aviation demand by retaining a production workforce in Everett and keeping the supply chain hot and ready for higher production levels. (3/6)
21143848,d,Breonna Taylor deserved justice. We cannot accept a system that enables the extrajudicial killing of Black Americans. There is no better way to honor Breonna’s life than to continue the fight for equity and justice for every single American.
21683156,r,"Yeah state legislatures are where redistricting maps and voting laws are written. Dems have ignored these races for too long.  

I won by 800 in my first race. Busted my ass to raise $24,000. A little bit of money matters. What are you thinking?"
21383166,d,11 Alaska entities received grants from the Demonstration Grants for Indian Children program to provide projects that will improve the educational opportunities of Alaska Native students.
21418530,d,How does the White House reconcile this tweet with its November 10 argument before the Supreme Court to repeal the Affordable Care Act and eliminate its protections?
20804517,r,"We established @SpaceForceDoD to maintain our space advantage and protect us from foreign adversaries.

It needs oversight, authorization, & funding to carry out its mission.

Our caucus provides an avenue to craft bipartisan ideas & support America’s newest military branch. ???"
22034914,r,"Today @Interior announced a rule to delist the gray wolf from the ESA list in the lower 48 states. This has been a long and bumpy road, but I think everyone should take pride in this announcement today. States like WY have shown they are able to effectively manage the gray wolf."
20943224,r,"Airline workers need our help. I stand with the flight attendants and AFA members who rallied today in Cleveland for #ReliefNOW. 

We must get a relief package passed that puts workers first - and #ExtendPSP before it expires on September 30."
22028086,d,COVID-19 numbers are increasing across the state. Now more than ever it's important to #MaskUpMichigan.
20963147,d,"This afternoon, I’ll be going to the Senate floor with @SenatorMenendez and @ChrisVanHollen trying to pass legislation to protect Venezuelans in the U.S. Make sure you tune in at 2:45 pm ET."
22026939,r,The economy took massive hit when we took action against the virus falling over 30% in 3 months but economy is roaring back w a 33.1% increase in GDP It looks like in a few months we will hv pre-virus economy back—lowest unemployment in 50yrs Trump’s economic policies r wrking
21273326,r,"Each year, authorities seize enough fentanyl to kill every American 4x over, much of it ordered over the Internet & mailed from China. As the Internet rapidly changed, we failed to keep up. Now we must amend Section 230 to reflect the way the Internet impacts our lives today."
21587129,d,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat & hand our courts over to extremists."
21819745,r,Democrats calling for Senator Feinstein to step down from Judiciary Ranking Member should think twice abt their sexist & ageist motivations against an outstanding legislator & icon in her own right Attacks on Senator Feinstein are totally unjustified
21571749,d,"Hey @brianschatz @CoryBooker @JeffMerkley it’s showtime. 

Let’s pick a race today where we get a big bang for the buck. Pivotal for Senate control and Electoral College. 

Also find a place where our $ can counteract McConnell’s dark money. 

And let’s set a big goal. 

Ready?"
22040221,d,"Wear a mask, practice social distancing, and wash your hands.

We all have to continue following these steps to keep our friends, family, and community members healthy and safe."
20938165,r,"My latest e-newsletter, which includes highlights of some of my work with Mississippians as we work our way through the ongoing COVID-19 pandemic:"
21087007,d,"My office has received nearly 40,000 letters since Friday about the passing of Justice Ginsburg. Almost all of them are asking that the next Justice be confirmed after the inauguration in January.
 
Leader McConnell—listen to the American people!"
21172496,d,"Dr. Hahn said the @US_FDA's career scientists make the decision—that is the correct answer, and that should continue to be his answer."
21948294,r,"Throughout her legal and academic career, and again during her @senjudiciary confirmation hearings, Judge Barrett has demonstrated she has the character and disposition Iowans, and all Americans, are looking for in a Supreme Court Justice."
22079753,r,The number 1 responsibility of federal govt is defending Americans The members of our military who successfully rescued the American who had been kidnapped in Africa deserve our sincere appreciation for this successful mission & everything they do 2protect our gr8 country
21196446,r,"Judge Amy Coney Barrett is a legal trailblazer w/respect for the law & our nation’s founding principles. Throughout her career, she has maintained the importance of an independent judiciary that interprets the law & Constitution as-written, operating free from political pressure."
20795882,d,Thank you to @rootinsuranceco for stepping up and helping out Ohioans in a time of need by donating the necessary coding work to ensure #Ohio’s unemployment benefit system could process the #COVID19 claims. We're proud to have them in Columbus.
20829330,d,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident & journalist Jamal Khashoggi. Another new low.
21087333,r,"The House Democrats’ CR imperils the farmers & ranchers who toil to feed and clothe Americans and people around the world. They must fix this legislation, which blatantly excludes funding for critical 2018 Farm Bill programs that directly benefit Rural America."
20833449,d,"Last year, I led the effort to secure nearly $10M for the Delaware River Basin Restoration Program to build on the decades-long efforts to rehabilitate the basin and its critical ecosystems. 

Thank you to partners across the Delaware Valley, and congratulations to the winners!"
20777562,r,"My heart goes out to all the people across our state who have been evacuated, lost their homes and businesses, or otherwise been impacted by the recent wildfires. And thank you to everyone on the ground risking their lives battling to contain the fires. (1/2)"
21867752,r,"➡️ Open borders.   
➡️ Free health care for illegals.  
➡️ Less support for the police and more chaos and destruction on our streets.  
➡️ An expanded Supreme Court packed with new liberal activist judges."
21337754,d,"The bill includes language from the Chesapeake Bay Program Reauthorization Act and the Chesapeake WILD Act, two bipartisan bills I sponsored to support habitat restoration and conservation efforts in the Chesapeake Bay region."
21101771,r,Tough yr 4 farmers across the Midwest & Spkr Pelosi said CCC funding is a Republican ask & House Dems didn’t include in absolutely necessary bill so u don’t shutdown govt Isn’t Pelosi really saying only Republicans support farmers? What’s wrong w the democrats?
21598601,r,Not a single Democrat on the Senate Judiciary Committee discussed Judge Barrett’s qualifications in their opening statements. Instead they focused on criticizing @realdonaldtrump & trying to make Americans afraid of Judge Amy Coney Barrett.
22104022,d,"Texas Republicans want to throw out more than 126,000 ballots cast by voters whose only fault was relying on the instructions approved by a Republican Secretary of State and Republican Supreme Court. Republicans will stop at nothing to take away your constitutional right to vote."
20845761,d,Today we honor the selflessness of the first responders and the many Americans who lost their lives as a result of 9/11. May we never forget their bravery and sacrifice.
20930096,d,".@realDonaldTrump —Things don't just magically go away. You were wrong when you said it about COVID & you're wrong again on climate chaos. If you saw what I've seen over the past few days in Oregon, you'd sing a different tune. Science is right, you are wrong."
21655319,r,"Senator Mazie Hirono said Judge Barrett’s religious views should not be off limits in the confirmation process. 

A reminder to @maziehirono: the First Amendment and federal civil rights law prohibit religious litmus tests to take public office."
21676096,r,Thx Mr President for kind words u said abt Joni & me last night in Des Moines We couldnt be w u bc of Judge Barrett hearing but I heard ur comments abt biofuels/delivering on e15/infrastructure/denying waivers & Joni's relentlessness @realDonaldTrump & Joni hv us farmers' backs
20961118,r,A truly well-deserved congratulations to Colonel Lesbia Nieves on her inspiring & groundbreaking promotion.
20744635,r,"Happy Labor Day! Thank you to Idaho’s essential workers who have worked hard throughout the pandemic to keep the power on, the water running, and our grocery shelves stocked. All of Idaho is deeply grateful, and may God bless you and keep you safe."
21795363,d,"Bold, progressive policies are popular because the American people want change. But we live within a system that is designed to crush working class interests, and an environment where fighting for justice is labeled radical."
21908105,d,"Sen. McConnell just gave another warped, distorted history lesson on the floor

We know how defensive he is about the blatant 180° hypocritical turn he made—but a distorted history lesson won't erase the stain of this illegitimate SCOTUS nomination process

We won't stop fighting"
20824220,r,"Passing yet another CR is not good enough. Congress should do its job to fully fund the gov’t & fund it on time. If we can’t, then my bill forces Congress to stay in DC until the work is done, while holding families and workers harmless."
21803712,r,It’s disappointing that my colleagues across the aisle don’t have the same urgency to advance this bill to support our small businesses with this much-needed relief.
20913334,d,"50 days. Just 50 days for us to organize, mobilize, and make sure everyone we know is registered to vote. Time to roll up our sleeves and stand together for a better future."
21473136,d,"How long do I have to do this, @realdonaldtrump? Tell our troops why you've remained silent on #BountyGate for 103 days. I'm waiting."
20668933,d,"The United States leads the world in #COVID19 cases—with more than 6 million cases and 185,000 deaths.
 
Wouldn’t call that a great job."
22040406,r,Tony B is reportedly fact witness in FBIs H Biden money laundering probe Much of his info corroborated by what we reviewed when writing our report +puts financial transactions in sharper focus
21366739,r,"Like millions of Americans, I'm wishing @realDonaldTrump  and @FLOTUS well regarding their COVID-19 infections. @SenMikeLee informed me today that he expects to be back at the @senjudiciary, fully engaged, by Oct. 12. I talked to Mike today - he's in good spirits and on the mend."
21115507,d,So we’re clear: @OSHA_DOL could have forced meatpacking plants to make safety changes in the early days of the pandemic. Instead OSHA sat on its hands while these companies made false claims to Congress and the public that they were protecting their workers from COVID-19.
21854147,d,"If Trump and McConnell were actually interested in preventing foreign election interference they would stop blocking a Senate vote on the DETER Act, which would make clear to Russia and other adversaries that there will be a price to pay."
22033921,r,Down Syndrome Awareness Month helps raise awareness for what it means to have Down syndrome and how individuals with Down syndrome play a vital role in our lives and communities.
20937128,d,"For an effort that happens once every 10 years, w/ impacts that last for the next decade, this is far too important to not get right. The Census determines how much federal funding our local communities will receive for services like schools, roads & other vital public services."
21017306,r,"As a pilot myself, I know how important maintaining & upgrading Oklahoma’s airports are to the well-being and economic growth of our state. Airports are key to economic development in local communities and this nearly $16M in funding to Oklahoma's airports is critical right now."
20803531,r,"Thankful @realdonaldtrump nominated qualified, impressive and solid conservative candidates to these MS federal district court vacancies. @SenatorWicker & I are proud to support Kristi Johnson & Taylor McNeel, & encourage @SenJudiciary to approve their nominations expeditiously."
21084969,d,"As the US approaches 200,000 COVID deaths & with nearly 11,000 people exposed to the virus on flights, we STILL don’t have a national plan for aviation health & safety. Congress must pass my & @SenBlumenthal’s legislation & create a task force for protecting the flying public."
21252951,d,"We can’t let the infection that Trump has injected into the presidency and Congress—which has paralyzed our politics and pitted Americans against each other—spread to the Supreme Court.

This election is about more than the presidency or the Senate: it’s about our democracy."
21194358,r,Orgs like @NHCADSV & our crisis centers have served as lifelines for survivors. Increase in demand for their services & challenges survivors face during the COVID-19 underscore why Congress must prioritize federal support for them in relief legislation & finally reauthorize VAWA.
20674630,d,"The Republicans are moving even further in the wrong direction on COVID relief

Sen. McConnell and the White House may cut their original, inadequate, “skinny” bill in half

It'd be more appropriate to call it “emaciated”

Democrats will not stop fighting to meet Americans' needs"
21837366,r,"The American people deserve the truth. 

The truth is once again, Senate Democrats blocked millions of dollars in COVID-19 relief. 

Chuck Schumer is destroying families to score political points."
21107561,r,Today is #NationalVoterRegistrationDay and it is more important than ever that conservatives get out to vote. The last day to register to vote in person is October 5th. Online voter registration ends October 13th.
22041238,r,Wait a second - does that 8th Circuit decision potentially invalidate a bunch of overseas military ballots?
21856367,d,"Judge Barrett’s record is full of red flags when it comes to LGBTQ rights. If she is confirmed, the right of Americans to simply be who they are and love who they love is at risk. Marriage equality is at risk. We can’t take that chance—I’m voting to #BlockBarrett."
21162427,d,"More than 200,000 people have died from COVID-19. Small businesses are struggling to stay afloat. But instead of working across party lines on another comprehensive relief bill, @senatemajldr's top priority is rushing through a lifetime appointee to the Supreme Court."
21443849,d,Alito and Thomas are already threatening to end marriage equality and limit LGBTQ+ rights. This is what’s at stake if extremist justices get a majority on the Supreme Court. They’re ready to overturn precedents and put an end to our constitutional rights.
21026371,r,We have 46 days to protect our country! VP @mike_pence & I are standing on the wall— Who’s with us?
21555814,d,"This #WorldMentalHealthDay, and every day, let’s take steps toward ending the stigma around mental health and get people the resources they need to stay healthy."
20938686,d,"UPDATE: The test came back NEGATIVE. Despite my negative coronavirus test result, I will be following CDC recommendations & the advice of the Capitol Attending Physician & will be quarantining for 14 days as a precaution. Thank you for your prayers, calls, texts, & kind comments."
20846401,r,"While we can never repay the sacrifices of our first responders or their families, the 9/11 National Memorial Trail, which was unanimously passed in the Senate, provides an opportunity for every American to remember the courageous individuals who sacrificed so much that day."
20674827,d,Women are bravely standing up for democratic values in Belarus despite a brutal crackdown that includes sexual violence & torture. Thousands of protesters have been arrested & experienced appalling abuse. U.S. must stand w/ the women of Belarus who are leading calls for freedom!
21255072,d,"Reminder: A vote for President Trump's SCOTUS nominee is a vote to help him get the court to strike down families' health care, end protections for pre-existing conditions, & send costs skyrocketing."
22033844,d,"The Millers have been excellent stewards of the @UtahJazz franchise for more than 35 years—and their commitment to Utah has been unmatched. I have no doubt that @RyanQualtrics will carry on the torch. Congratulations, Ryan!"
21197330,d,There should be more reporting about how not just Trump but the National Republican Party and the RNC are engaged in systematic voter disenfranchisement. And how Marc and his team are kicking their ass on behalf of democracy itself.
22003825,r,"Congrats @USAmbIsrael & @realdonaldtrump
on moving to allow diverse investment in economic development in the West Bank. This brings Israelis, Palestinians & others together, allowing them to engage in business & forge relationships that are essential to bringing lasting peace."
21453395,d,"PA: The Administration's attacks on health care is unacceptable & we must be vigilant in our efforts to combat this. To do that, I need your help. Please record a short video on what the ACA means to you and send with your name and location to MyACAStory@Casey.Senate.Gov by 10/12"
21920353,r,"This poll was concluded on the 20th.  Last debate for POTUS was on the 22nd, when Biden dissed Texas energy producers and workers, and threatened Texas and US economy.  Can't imagine this didn't have an impact on Biden's numbers."
21761392,r,"good indeed is the LORD, His mercy endures forever,
his faithfulness lasts through every generation.

Psalms 100:5"
21485808,r,MS receives $3.5M in @USDA distance learning & #telemedicine grants for greater access to healthcare and educational resources in rural MS through @deltahealthcent @GLHnetwork @_TigerNation @CopiahLincolnCC & Pearl River School Dist. @RD_Mississippi @SecretarySonny
20966109,d,"As Hurricane #Sally makes its way inland, please continue to listen to local officials, monitor the weather for your area closely, and stay off the roadways if at all possible to allow first responders to reach those in need."
21110503,r,"Great to join this virtual event with @SenTomCotton @RepWesterman @AsaHutchinson and others. @StandardLithium's investment in El Dorado will benefit the community, region and the state of Arkansas by supporting quality jobs and energizing the local economy."
21932268,d,"Adding insult to injury to this whole process is the fact that we're not dealing with the economic crisis facing America. Instead, Republicans continue to pursue judicial nominees that are out of the American mainstream & go after a woman's right to choose. #WhatsAtStake"
21023172,d,"Commemorating the first International #EqualPayDay is a crucial step to ensure that *all* women—regardless of their sex, skin color, where they live, or what they do—receive equal pay. We must keep fighting to finally close the gender pay gap."
21106097,r,"After MS veterans told me about a lack of rapid #COVID19 testing at the Armed Forces Retirement Home in @CityofGulfport, I wrote to @DLAMIL requesting that be rectified. Grateful for the quick turn-around and pleased our veterans will benefit. Read more here:"
21999245,d,Seeing all these young girls interested and enthusiastic about #STEM and space is so encouraging! @RepCarolMiller and I have no doubt the next Katherine Johnson is part of this group! #RocketGirls ???
21868311,d,"Biden: Over 500 kids can’t find their parents due to Trump separating kids from their parents. 

Trump: Good. 

Pretty much says it all."
20936063,d,"This afternoon I attended the ceremony for the signing of the Abraham Accords at the @WhiteHouse. This historic agreement will normalize relations between Israel, the UAE & Bahrain. 
 
Read my statement on this effort to advance the cause of peace in the Middle East region here?"
21486888,d,"Americans see the similarity in the GOP willingness to put workers, staff, and Senators at risk and their willingness to rip health care from millions

The GOP must halt this increasingly reckless Supreme Court process, and we need action to safeguard workers, staff, and Senators"
21859045,r,"I was proud to vote for Judge Amy Coney Barrett in the @senjudiciary hearing. I know she will uphold the Constitution and interpret the law as written, and not legislate from the bench. I look forward to voting on her confirmation to be the next Justice of the Supreme Court."
21852710,d,"They don’t care about keeping their word. They don’t care about the rules. They don’t care about the process. 

All they care about is rushing Coney Barrett to the Court so the Affordable Care Act can be struck down early next year. 23 million people lose their insurance."
21271309,d,"On #NationalCoffeeDay I want to recognize all of the hard working coffee growers in Hawaii that supply high quality coffee to consumers across the globe.

These growers, like so many others, have suffered due to COVID-19 and are finally able to get some relief from USDA’s CFAP-2."
21790528,r,Applaud this joint effort by @SpencerJCox and @PetersonUtah to promote the Utah values of respect and civil discourse during campaign season. It’s vitally important that leaders at all levels follow Utah’s example and lower the heat.
21913842,r,"Absolute honor to have the support of hero astronaut Buzz Aldrin in this mission! 

We must hold this seat, the Senate, and save the country. It's a dog fight, and as we fighter pilots say: Fight's On! ??"
20995366,r,"As President Coolidge said: “To live under the American Constitution is the greatest political privilege that was ever accorded to the human race.”

On this #ConstitutionDay let us honor the framers & remember our constitutional system is the envy of the world."
20842899,r,"We will #NeverForget those we lost 19 years ago on 9/11 and in the years since.

We remember the resiliency and the courage of so many New Yorkers and Americans including our brave first responders, the families of those we lost, and so many more."
